date,FL152000005.Q,FL152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,FL165015205.Q,FL165013765.Q,FL155111005.Q,FL154090005.Q,FL153091003.Q,FL153020005.Q,FL153030005.Q,FL153034005.Q,FL154022005.Q,FL153061105.Q,FL153061705.Q,FL153062005.Q,FL153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153064205.Q,FL163070005.Q,FL153040005.Q,FL153050005.Q,FL152090205.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,FL155012605.Q,FL155012665.Q,FL165012665.Q,FL165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
1973:Q3,5704300.00,1891192.00,1430284.00,1216897.00,213387.00,12057.00,3806.00,445045.00,3813108.00,0.00,143300.00,615196.00,0.00,191245.00,87064.00,9481.00,54174.00,40526.00,48255.00,648.00,47607.00,0.00,833421.00,49090.00,0.00,149452.00,841684.00,905171.00,36294.00,635549.00,255.00,620316.00,372134.00,186695.00,12058.00,35633.00,13796.00,8700.00,6278.00,5068751.00,ND,ND,ND,ND,950824.00,919762.00,31062.00,123206.00,1015959.00,498.91,844763.00,69.42
1973:Q4,5681301.00,1943160.00,1472632.00,1251410.00,221222.00,12517.00,3967.00,454044.00,3738141.00,0.00,152509.00,624850.00,0.00,193417.00,88480.00,8332.00,55136.00,41469.00,50804.00,3573.00,47231.00,0.00,693870.00,43695.00,0.00,151278.00,852551.00,938109.00,37058.00,651963.00,400.00,636277.00,382218.00,192980.00,11894.00,35323.00,13862.00,8910.00,6376.00,5029338.00,ND,ND,ND,ND,977447.00,945536.00,31911.00,127118.00,1048213.00,479.80,869192.00,69.46
1974:Q1,5716425.00,1944362.00,1462386.00,1234864.00,227522.00,13193.00,4139.00,464644.00,3772063.00,0.00,148109.00,646310.00,263.00,201472.00,95978.00,5738.00,56629.00,43127.00,49251.00,1080.00,48171.00,0.00,664408.00,41490.00,0.00,153061.00,872832.00,957070.00,37797.00,656014.00,578.00,639736.00,389858.00,190460.00,10048.00,35216.00,14154.00,9170.00,6530.00,5060411.00,ND,ND,ND,ND,1005521.00,972663.00,32858.00,130494.00,1061597.00,476.68,845006.00,68.43
1974:Q2,5717720.00,1962167.00,1461485.00,1224908.00,236577.00,14046.00,4306.00,482330.00,3755553.00,0.00,146917.00,663872.00,570.00,201468.00,90833.00,6970.00,57899.00,45766.00,52085.00,3135.00,48950.00,0.00,591895.00,37557.00,0.00,154793.00,890827.00,977047.00,38522.00,676607.00,787.00,659505.00,400439.00,196777.00,12490.00,35614.00,14185.00,9600.00,6715.00,5041113.00,ND,ND,ND,ND,1034400.00,1000566.00,33834.00,136187.00,1081469.00,466.14,824469.00,67.31
1974:Q3,5683701.00,2002013.00,1475406.00,1228579.00,246827.00,15167.00,4466.00,506974.00,3681688.00,0.00,148983.00,670156.00,1386.00,217150.00,95248.00,11510.00,62394.00,47998.00,52982.00,3044.00,49938.00,0.00,440798.00,29123.00,0.00,156548.00,906445.00,1018869.00,39248.00,694827.00,1028.00,677111.00,411381.00,201241.00,13625.00,36432.00,14432.00,9780.00,6908.00,4988874.00,ND,ND,ND,ND,1072390.00,1037290.00,35100.00,142555.00,1111700.00,448.76,817198.00,66.52
1974:Q4,5842216.00,2064399.00,1517696.00,1261141.00,256555.00,16435.00,4615.00,525653.00,3777817.00,0.00,157396.00,681039.00,2379.00,226496.00,96253.00,13669.00,62164.00,54410.00,54027.00,3433.00,50594.00,0.00,445034.00,31813.00,0.00,158399.00,930197.00,1051048.00,39989.00,707818.00,1300.00,689372.00,419339.00,201926.00,16666.00,36967.00,14474.00,10060.00,7086.00,5134398.00,ND,ND,ND,ND,1104464.00,1068284.00,36180.00,148609.00,1138457.00,451.00,841802.00,66.75
1975:Q1,6099467.00,2142379.00,1582858.00,1320641.00,262217.00,17398.00,4768.00,537355.00,3957088.00,0.00,144823.00,708884.00,3620.00,225763.00,93872.00,11529.00,62603.00,57759.00,47484.00,2782.00,44702.00,0.00,547842.00,37436.00,0.00,161446.00,959276.00,1079654.00,40860.00,706942.00,1603.00,687974.00,424313.00,195912.00,15443.00,37620.00,14686.00,10107.00,7258.00,5392525.00,ND,ND,ND,ND,1134627.00,1097551.00,37076.00,152204.00,1157933.00,465.70,896328.00,67.87
1975:Q2,6348258.00,2216102.00,1642027.00,1376129.00,265898.00,18153.00,4903.00,551019.00,4132156.00,0.00,154727.00,727385.00,3661.00,224362.00,96690.00,8769.00,63059.00,55844.00,50693.00,3586.00,47107.00,0.00,625664.00,42283.00,0.00,163796.00,987986.00,1109867.00,41732.00,720672.00,1937.00,701094.00,434575.00,195933.00,17578.00,38305.00,14703.00,10210.00,7431.00,5627586.00,ND,ND,ND,ND,1156845.00,1119146.00,37699.00,154176.00,1226477.00,458.84,941554.00,68.42
1975:Q3,6350144.00,2228730.00,1642336.00,1374568.00,267768.00,18651.00,5025.00,562718.00,4121414.00,0.00,156888.00,742259.00,3708.00,238529.00,105611.00,7681.00,65177.00,60060.00,50994.00,1519.00,49475.00,0.00,544752.00,36835.00,0.00,165855.00,1010295.00,1128559.00,42740.00,740457.00,2303.00,720167.00,446324.00,201183.00,18517.00,39157.00,14986.00,10391.00,7596.00,5609687.00,ND,ND,ND,ND,1170708.00,1132675.00,38033.00,154762.00,1231254.00,455.61,928244.00,67.53
1975:Q4,6539409.00,2286480.00,1684206.00,1413658.00,270548.00,19180.00,5136.00,577958.00,4252929.00,0.00,158683.00,762165.00,3696.00,250522.00,111787.00,7584.00,66809.00,64342.00,55203.00,4722.00,50481.00,0.00,584599.00,38749.00,0.00,168626.00,1037090.00,1149603.00,43993.00,763776.00,2700.00,742777.00,459087.00,206996.00,21548.00,40149.00,14997.00,10555.00,7744.00,5775633.00,ND,ND,ND,ND,1196040.00,1157318.00,38722.00,155824.00,1261488.00,457.84,954571.00,67.52
1976:Q1,6754130.00,2335010.00,1717934.00,1444386.00,273548.00,19842.00,5250.00,591984.00,4419120.00,0.00,153928.00,790700.00,3557.00,248799.00,110786.00,6963.00,69757.00,61293.00,56153.00,4797.00,51356.00,0.00,677976.00,42619.00,0.00,170615.00,1058787.00,1170652.00,45334.00,773207.00,3131.00,751481.00,469994.00,204908.00,19479.00,41915.00,15185.00,10693.00,7902.00,5980923.00,ND,ND,ND,ND,1216105.00,1177107.00,38998.00,157218.00,1290456.00,463.47,974392.00,67.46
1976:Q2,6955037.00,2420296.00,1789837.00,1510149.00,279688.00,20418.00,5419.00,604622.00,4534741.00,0.00,159751.00,813974.00,3341.00,253120.00,107997.00,7594.00,73874.00,63655.00,55980.00,3881.00,52099.00,0.00,696689.00,42441.00,0.00,173075.00,1075581.00,1213961.00,46828.00,799859.00,3575.00,777604.00,483990.00,213148.00,21438.00,43672.00,15356.00,10635.00,8045.00,6155178.00,ND,ND,ND,ND,1265637.00,1225435.00,40202.00,160487.00,1308055.00,470.56,1026159.00,67.95
1976:Q3,7093531.00,2471441.00,1826561.00,1541764.00,284797.00,21082.00,5572.00,618226.00,4622090.00,0.00,161677.00,834021.00,3322.00,257937.00,108305.00,6993.00,74962.00,67677.00,56093.00,3165.00,52928.00,0.00,707098.00,40957.00,0.00,175297.00,1094943.00,1242362.00,48383.00,824919.00,4082.00,801918.00,501121.00,220688.00,19908.00,44704.00,15497.00,10723.00,8196.00,6268612.00,ND,ND,ND,ND,1299682.00,1258780.00,40902.00,163294.00,1337692.00,468.61,1040643.00,67.50
1976:Q4,7286806.00,2543109.00,1880025.00,1589977.00,290048.00,21838.00,5735.00,635511.00,4743697.00,0.00,169205.00,853592.00,3381.00,262109.00,102741.00,11692.00,72859.00,74817.00,60263.00,7424.00,52839.00,0.00,731164.00,41436.00,0.00,177824.00,1115292.00,1279526.00,49905.00,853021.00,4700.00,829229.00,517073.00,228961.00,21741.00,45896.00,15558.00,10717.00,8375.00,6433785.00,ND,ND,ND,ND,1339388.00,1297659.00,41729.00,166019.00,1366910.00,470.68,1072904.00,67.48
1977:Q1,7407376.00,2630011.00,1949358.00,1650002.00,299356.00,22450.00,5882.00,652321.00,4777365.00,0.00,168870.00,888745.00,2939.00,264159.00,107247.00,7499.00,73367.00,76046.00,55059.00,1431.00,53628.00,0.00,673643.00,37826.00,0.00,180124.00,1138786.00,1315565.00,51649.00,869833.00,5453.00,844974.00,531310.00,229155.00,22287.00,46514.00,15708.00,10824.00,8582.00,6537543.00,ND,ND,ND,ND,1387260.00,1344335.00,42925.00,171523.00,1391164.00,469.93,1118692.00,67.80
1977:Q2,7626489.00,2742964.00,2047570.00,1740633.00,306937.00,23058.00,6053.00,666283.00,4883525.00,0.00,172462.00,909367.00,3017.00,260958.00,99596.00,7588.00,77953.00,75821.00,56724.00,2271.00,54453.00,0.00,691483.00,40651.00,0.00,182557.00,1163296.00,1349461.00,53549.00,908466.00,6363.00,882421.00,554091.00,242048.00,22236.00,48103.00,15943.00,10864.00,8818.00,6718023.00,ND,ND,ND,ND,1442292.00,1398013.00,44279.00,174922.00,1432595.00,468.94,1186542.00,68.17
1977:Q3,7802398.00,2839331.00,2125108.00,1809353.00,315755.00,23729.00,6239.00,684255.00,4963067.00,0.00,180394.00,935033.00,2956.00,264828.00,103755.00,7913.00,76821.00,76339.00,55013.00,-282.00,55295.00,0.00,661389.00,40413.00,0.00,184993.00,1188787.00,1393780.00,55481.00,946550.00,7291.00,919297.00,579911.00,252953.00,21660.00,48680.00,16093.00,10902.00,9060.00,6855848.00,ND,ND,ND,ND,1508207.00,1462269.00,45938.00,179216.00,1476478.00,464.34,1229442.00,67.95
1977:Q4,7997122.00,2947307.00,2211304.00,1886806.00,324498.00,24480.00,6434.00,705089.00,5049815.00,0.00,184210.00,955062.00,3197.00,271842.00,104541.00,8372.00,78817.00,80112.00,60722.00,5344.00,55378.00,0.00,630970.00,40355.00,0.00,187808.00,1215036.00,1443293.00,57320.00,984299.00,8100.00,955823.00,602997.00,264892.00,21888.00,49728.00,16318.00,11092.00,9284.00,7012823.00,ND,ND,ND,ND,1573114.00,1525570.00,47544.00,183351.00,1526535.00,459.39,1283809.00,68.04
1978:Q1,8188109.00,3042454.00,2286391.00,1953165.00,333226.00,25250.00,6657.00,724156.00,5145655.00,0.00,183894.00,984722.00,4734.00,279779.00,108190.00,8564.00,84708.00,78317.00,58327.00,1906.00,56421.00,0.00,593085.00,39400.00,0.00,190464.00,1244327.00,1507805.00,59118.00,1007196.00,8808.00,977548.00,621021.00,266971.00,20780.00,52193.00,16583.00,11306.00,9534.00,7180913.00,ND,ND,ND,ND,1634929.00,1586003.00,48926.00,187394.00,1562876.00,459.47,1332144.00,68.20
1978:Q2,8487392.00,3172608.00,2392252.00,2047892.00,344360.00,26116.00,6894.00,747346.00,5314784.00,0.00,190801.00,1006054.00,6050.00,280821.00,103574.00,8452.00,92098.00,76697.00,62616.00,3598.00,59018.00,0.00,631131.00,41664.00,0.00,193533.00,1276109.00,1565139.00,60866.00,1057457.00,9431.00,1026666.00,648036.00,284526.00,21717.00,55477.00,16910.00,11570.00,9790.00,7429935.00,ND,ND,ND,ND,1701864.00,1651447.00,50417.00,192906.00,1610855.00,461.24,1399856.00,68.36
1978:Q3,8782677.00,3288658.00,2483986.00,2129042.00,354944.00,27006.00,7164.00,770502.00,5494019.00,0.00,197853.00,1030407.00,7215.00,288345.00,109285.00,8500.00,97663.00,72897.00,66687.00,5066.00,61621.00,0.00,671927.00,43683.00,0.00,196398.00,1310417.00,1618465.00,62622.00,1104827.00,10039.00,1073005.00,678951.00,298022.00,20917.00,58223.00,16892.00,11724.00,10059.00,7677850.00,ND,ND,ND,ND,1766053.00,1714257.00,51796.00,198054.00,1651029.00,465.03,1450091.00,68.11
1978:Q4,8998372.00,3408005.00,2577511.00,2210877.00,366634.00,27912.00,7463.00,795119.00,5590367.00,0.00,200664.00,1048359.00,8928.00,300369.00,110309.00,9910.00,104168.00,75982.00,73592.00,11147.00,62445.00,0.00,640129.00,41080.00,0.00,199369.00,1338408.00,1675027.00,64442.00,1146972.00,10700.00,1114044.00,708641.00,311305.00,21191.00,55754.00,17153.00,11879.00,10349.00,7851400.00,ND,ND,ND,ND,1831634.00,1778440.00,53194.00,203970.00,1695518.00,463.07,1502236.00,67.95
1979:Q1,9335836.00,3561983.00,2704236.00,2324853.00,379383.00,28851.00,7779.00,821117.00,5773853.00,0.00,194832.00,1070090.00,15693.00,312416.00,117269.00,11678.00,109320.00,74149.00,69082.00,4274.00,64808.00,0.00,678821.00,42476.00,0.00,202002.00,1372785.00,1749315.00,66341.00,1173597.00,11398.00,1139415.00,733605.00,313819.00,18725.00,56035.00,17231.00,12119.00,10665.00,8162239.00,ND,ND,ND,ND,1890688.00,1836150.00,54538.00,210744.00,1745731.00,467.55,1591248.00,68.45
1979:Q2,9651195.00,3717561.00,2832579.00,2438382.00,394197.00,29755.00,8116.00,847111.00,5933634.00,0.00,206387.00,1080983.00,22681.00,322334.00,120824.00,11553.00,116924.00,73033.00,74717.00,6651.00,68066.00,0.00,692151.00,43252.00,0.00,204897.00,1402700.00,1815252.00,68280.00,1220253.00,12118.00,1184863.00,763421.00,327319.00,16781.00,60075.00,17267.00,12262.00,11010.00,8430942.00,ND,ND,ND,ND,1977900.00,1921213.00,56687.00,218318.00,1777854.00,474.22,1674961.00,68.69
1979:Q3,9984822.00,3845333.00,2937035.00,2527395.00,409640.00,30633.00,8482.00,869183.00,6139489.00,0.00,219488.00,1102350.00,29822.00,328668.00,128166.00,12626.00,121212.00,66664.00,79654.00,8476.00,71178.00,0.00,736043.00,44837.00,0.00,207494.00,1438115.00,1882764.00,70254.00,1269760.00,12854.00,1233248.00,795927.00,341528.00,15675.00,62614.00,17504.00,12298.00,11360.00,8715062.00,ND,ND,ND,ND,2063561.00,2004785.00,58776.00,226284.00,1830535.00,476.09,1731468.00,68.51
1979:Q4,10306390.00,3962029.00,3025997.00,2603271.00,422726.00,31525.00,8850.00,895657.00,6344361.00,0.00,220457.00,1115960.00,39459.00,367277.00,155883.00,12500.00,123569.00,75325.00,86010.00,14399.00,71611.00,0.00,767889.00,38388.00,0.00,210305.00,1482128.00,1944232.00,72256.00,1314583.00,13600.00,1276664.00,826724.00,354616.00,15841.00,61871.00,17612.00,12627.00,11692.00,8991807.00,ND,ND,ND,ND,2135315.00,2074856.00,60459.00,232366.00,1883009.00,477.52,1776547.00,68.24
1980:Q1,10521246.00,4113215.00,3142501.00,2709296.00,433205.00,32857.00,9253.00,928604.00,6408031.00,0.00,211339.00,1139722.00,54525.00,373207.00,162201.00,19044.00,124044.00,67918.00,89737.00,8741.00,80996.00,0.00,705845.00,39456.00,0.00,212764.00,1516561.00,1990476.00,74399.00,1342943.00,14339.00,1303716.00,856228.00,349662.00,14815.00,65448.00,17563.00,12885.00,12003.00,9178303.00,ND,ND,ND,ND,2208467.00,2146185.00,62282.00,238023.00,1945976.00,471.66,1853068.00,68.40
1980:Q2,10892696.00,4223790.00,3229277.00,2784958.00,444319.00,34086.00,9621.00,950806.00,6668906.00,0.00,215150.00,1158969.00,69928.00,367437.00,157097.00,17494.00,126304.00,66542.00,95007.00,12065.00,82942.00,0.00,807631.00,44130.00,0.00,215454.00,1569834.00,2049304.00,76062.00,1362789.00,15056.00,1322387.00,873960.00,345637.00,17010.00,67904.00,17876.00,13058.00,12288.00,9529907.00,ND,ND,ND,ND,2272159.00,2208280.00,63879.00,244444.00,1964614.00,485.08,1910998.00,68.62
1980:Q3,11333902.00,4369674.00,3354028.00,2898047.00,455981.00,35223.00,9989.00,970434.00,6964228.00,0.00,233835.00,1189371.00,70003.00,373807.00,160849.00,16814.00,128667.00,67477.00,102933.00,16096.00,86837.00,0.00,909904.00,49129.00,0.00,217872.00,1624890.00,2114788.00,77696.00,1398505.00,15820.00,1356695.00,901374.00,350336.00,15861.00,70792.00,18332.00,13403.00,12587.00,9935397.00,ND,ND,ND,ND,2336507.00,2271031.00,65476.00,251246.00,2035013.00,488.22,1996673.00,68.90
1980:Q4,11714847.00,4451151.00,3413722.00,2943161.00,470561.00,36149.00,10389.00,990891.00,7263696.00,0.00,238047.00,1237365.00,64366.00,390063.00,173868.00,18600.00,130052.00,67543.00,109476.00,22221.00,87255.00,0.00,1010470.00,52060.00,0.00,220559.00,1674445.00,2187417.00,79428.00,1440572.00,16700.00,1397127.00,926526.00,358044.00,17469.00,76832.00,18256.00,13806.00,12939.00,10274275.00,ND,ND,ND,ND,2405593.00,2338423.00,67170.00,260738.00,2126202.00,483.22,2016635.00,68.52
1981:Q1,11919753.00,4514660.00,3458906.00,2976773.00,482133.00,37200.00,10750.00,1007804.00,7405093.00,0.00,243510.00,1240544.00,98522.00,387945.00,165672.00,14218.00,143005.00,65050.00,104005.00,14626.00,89379.00,0.00,1014946.00,52359.00,0.00,222852.00,1719423.00,2239529.00,81458.00,1452620.00,17634.00,1407659.00,940590.00,353902.00,18657.00,76061.00,18449.00,13969.00,13358.00,10467133.00,ND,ND,ND,ND,2466042.00,2397290.00,68752.00,267740.00,2173012.00,481.69,2036183.00,68.40
1981:Q2,12228503.00,4715711.00,3637211.00,3145246.00,491965.00,38285.00,11185.00,1029030.00,7512792.00,0.00,249830.00,1258542.00,108564.00,391046.00,160229.00,14201.00,151239.00,65377.00,108699.00,13063.00,95636.00,0.00,992933.00,53153.00,0.00,225503.00,1759711.00,2281265.00,83546.00,1489394.00,18563.00,1442711.00,964154.00,361610.00,19654.00,78570.00,18723.00,14261.00,13859.00,10739109.00,ND,ND,ND,ND,2507709.00,2437898.00,69811.00,273150.00,2208757.00,486.21,2181092.00,69.35
1981:Q3,12341919.00,4841960.00,3743288.00,3243369.00,499919.00,39179.00,11567.00,1047926.00,7499959.00,0.00,260029.00,1280425.00,137398.00,408468.00,170670.00,13478.00,160071.00,64249.00,111927.00,12289.00,99638.00,0.00,836812.00,48742.00,0.00,227711.00,1794793.00,2308118.00,85536.00,1519857.00,19660.00,1471422.00,981849.00,371928.00,18736.00,79902.00,19007.00,14430.00,14345.00,10822062.00,ND,ND,ND,ND,2539371.00,2468767.00,70604.00,277179.00,2290864.00,472.40,2261520.00,69.73
1981:Q4,12661733.00,4916756.00,3803851.00,3292960.00,510891.00,40085.00,12053.00,1060767.00,7744977.00,0.00,284389.00,1305318.00,154610.00,418750.00,168758.00,14224.00,160269.00,75499.00,119766.00,18359.00,101407.00,0.00,905145.00,52640.00,0.00,230141.00,1841683.00,2345103.00,87432.00,1550692.00,21100.00,1500094.00,998261.00,377882.00,20911.00,83987.00,19053.00,14776.00,14722.00,11111041.00,38000.00,ND,ND,ND,2581045.00,2509353.00,71692.00,283293.00,2330261.00,476.82,2294699.00,69.68
1982:Q1,12761218.00,5030334.00,3903891.00,3379724.00,524167.00,40704.00,12379.00,1073360.00,7730884.00,0.00,279458.00,1328919.00,164885.00,434677.00,173112.00,13753.00,172575.00,75237.00,119980.00,14104.00,105876.00,0.00,775113.00,49981.00,0.00,232060.00,1884668.00,2372227.00,88916.00,1554941.00,22860.00,1502153.00,1007909.00,373537.00,19071.00,81708.00,19928.00,14927.00,15001.00,11206277.00,45500.00,ND,ND,ND,2615997.00,2543242.00,72755.00,292158.00,2362593.00,474.32,2371815.00,70.18
1982:Q2,12894113.00,5075104.00,3935371.00,3402543.00,532828.00,41614.00,12713.00,1085406.00,7819009.00,0.00,279040.00,1352369.00,175381.00,450017.00,177717.00,13601.00,189633.00,69066.00,125915.00,17173.00,108742.00,0.00,745219.00,50031.00,0.00,234096.00,1933328.00,2383345.00,90268.00,1579816.00,24914.00,1524622.00,1019260.00,380887.00,20733.00,83431.00,20311.00,15086.00,15194.00,11314297.00,53000.00,ND,ND,ND,2653315.00,2579430.00,73885.00,297677.00,2398832.00,471.66,2383283.00,70.04
1982:Q3,13124573.00,5096936.00,3948646.00,3409839.00,538807.00,42219.00,13033.00,1093038.00,8027637.00,0.00,290776.00,1372642.00,201364.00,480668.00,195439.00,13569.00,199585.00,72075.00,122082.00,17554.00,104528.00,0.00,796027.00,55666.00,0.00,235743.00,2001332.00,2379481.00,91856.00,1589863.00,27186.00,1532021.00,1017736.00,386815.00,20160.00,86833.00,20477.00,15307.00,15349.00,11534710.00,60500.00,ND,ND,ND,2672214.00,2597712.00,74502.00,300945.00,2449613.00,470.88,2392103.00,70.15
1982:Q4,13488918.00,5148110.00,3989640.00,3447373.00,542267.00,42671.00,13405.00,1102394.00,8340808.00,2427.00,303864.00,1431240.00,186712.00,468336.00,185122.00,13424.00,201050.00,68740.00,134201.00,23313.00,110888.00,0.00,966318.00,65110.00,0.00,237958.00,2062168.00,2386377.00,96097.00,1624369.00,29600.00,1563647.00,1031175.00,396718.00,22220.00,92616.00,20918.00,15607.00,15515.00,11864549.00,68000.00,ND,ND,ND,2683708.00,2608803.00,74905.00,301991.00,2487935.00,476.88,2416198.00,70.09
1983:Q1,13822973.00,5214003.00,4039787.00,3492751.00,547036.00,43240.00,13682.00,1117294.00,8608970.00,2536.00,309417.00,1501993.00,164329.00,482527.00,192880.00,12562.00,212501.00,64584.00,127671.00,17947.00,109724.00,0.00,1058391.00,76160.00,0.00,239874.00,2132996.00,2413838.00,99238.00,1616648.00,32309.00,1552488.00,1026258.00,391910.00,17677.00,94186.00,22457.00,16186.00,15665.00,12206325.00,77750.00,ND,ND,ND,2707518.00,2632143.00,75375.00,303076.00,2530931.00,482.29,2466493.00,70.62
1983:Q2,14166817.00,5274275.00,4084119.00,3532199.00,551920.00,43763.00,13933.00,1132460.00,8892542.00,2490.00,316859.00,1535100.00,150654.00,513015.00,209601.00,12366.00,230727.00,60321.00,130213.00,18856.00,111357.00,0.00,1179666.00,92057.00,0.00,242244.00,2215651.00,2411547.00,103046.00,1666798.00,35463.00,1598805.00,1053751.00,403838.00,16842.00,100633.00,23741.00,16720.00,15810.00,12500019.00,87500.00,ND,ND,ND,2726989.00,2651300.00,75689.00,306140.00,2572389.00,485.93,2478448.00,70.17
1983:Q3,14367585.00,5340978.00,4130510.00,3570315.00,560195.00,44356.00,14299.00,1151813.00,9026607.00,2601.00,316392.00,1585159.00,150913.00,557040.00,227837.00,14073.00,245174.00,69956.00,130445.00,19773.00,110672.00,0.00,1146214.00,95017.00,0.00,244290.00,2270813.00,2420015.00,107708.00,1725156.00,38535.00,1653347.00,1087568.00,420612.00,17026.00,102153.00,25988.00,17324.00,15950.00,12642429.00,97250.00,ND,ND,ND,2757175.00,2680896.00,76279.00,311616.00,2645626.00,477.86,2482747.00,69.54
1983:Q4,14518799.00,5410790.00,4175849.00,3605902.00,569947.00,45262.00,14644.00,1175035.00,9108009.00,6937.00,313589.00,1633536.00,149944.00,553406.00,230680.00,14518.00,246647.00,61561.00,133886.00,22573.00,111313.00,0.00,1088573.00,98040.00,0.00,246737.00,2325818.00,2445038.00,112505.00,1788160.00,41000.00,1713013.00,1116384.00,444878.00,20370.00,102953.00,28428.00,18048.00,16099.00,12730639.00,107000.00,ND,ND,ND,2797722.00,2720599.00,77123.00,317325.00,2720649.00,467.93,2489518.00,69.04
1984:Q1,14775881.00,5608263.00,4352255.00,3775459.00,576796.00,45875.00,14989.00,1195144.00,9167618.00,7190.00,298623.00,1691022.00,163904.00,556197.00,247019.00,15820.00,254723.00,38635.00,129801.00,18812.00,110989.00,0.00,1023778.00,100040.00,0.00,247998.00,2386563.00,2455065.00,107437.00,1822137.00,43368.00,1744091.00,1144101.00,452010.00,15588.00,100544.00,31848.00,18729.00,15949.00,12953744.00,120000.00,ND,ND,ND,2832541.00,2754791.00,77750.00,320478.00,2806259.00,461.60,2631358.00,69.70
1984:Q2,15042235.00,5771742.00,4486318.00,3899250.00,587068.00,46616.00,15202.00,1223606.00,9270493.00,7280.00,307252.00,1751714.00,166718.00,610643.00,273385.00,17019.00,275031.00,45208.00,131162.00,18757.00,112405.00,0.00,959429.00,100241.00,0.00,249521.00,2431294.00,2445148.00,110091.00,1887385.00,45649.00,1806585.00,1177677.00,479799.00,13451.00,101793.00,33865.00,19551.00,15600.00,13154850.00,133000.00,ND,ND,ND,2874876.00,2796305.00,78571.00,326626.00,2880722.00,456.65,2721573.00,69.80
1984:Q3,15416420.00,5923355.00,4614680.00,4017313.00,597367.00,47319.00,15499.00,1245857.00,9493065.00,7026.00,305146.00,1799247.00,167650.00,643691.00,290596.00,19809.00,290259.00,43027.00,135305.00,20638.00,114667.00,0.00,1008919.00,113338.00,0.00,250880.00,2509172.00,2440124.00,112567.00,1941817.00,48212.00,1858060.00,1211497.00,501839.00,9643.00,100118.00,34963.00,20290.00,15255.00,13474603.00,146000.00,ND,ND,ND,2921214.00,2841714.00,79500.00,331759.00,2942920.00,457.87,2805816.00,69.84
1984:Q4,15736180.00,6067092.00,4733715.00,4126182.00,607533.00,48100.00,15698.00,1269579.00,9669088.00,6902.00,327033.00,1853189.00,194318.00,633626.00,277496.00,27522.00,290221.00,38387.00,130906.00,27897.00,103009.00,0.00,1009964.00,119018.00,0.00,252787.00,2583417.00,2442558.00,115370.00,2007932.00,51171.00,1920462.00,1243294.00,526584.00,13586.00,101644.00,35354.00,21191.00,15108.00,13728248.00,159000.00,ND,ND,ND,2967283.00,2886869.00,80414.00,336777.00,2985638.00,459.81,2882888.00,69.87
1985:Q1,16200012.00,6228726.00,4864758.00,4249076.00,615682.00,48554.00,15968.00,1299446.00,9971286.00,7017.00,323488.00,1889594.00,201589.00,702850.00,298238.00,26669.00,317494.00,60449.00,147256.00,23530.00,123726.00,0.00,1069654.00,135840.00,0.00,254900.00,2675022.00,2446602.00,117474.00,2082856.00,53635.00,1992338.00,1304981.00,536023.00,12984.00,101284.00,37066.00,21812.00,15071.00,14117156.00,179500.00,ND,ND,ND,3000858.00,2919697.00,81161.00,341802.00,3014136.00,468.36,2944095.00,69.29
1985:Q2,16600937.00,6407423.00,5016492.00,4394193.00,622299.00,49115.00,16221.00,1325595.00,10193514.00,6812.00,331864.00,1921975.00,207124.00,721236.00,281814.00,39673.00,329995.00,69754.00,157818.00,32068.00,125750.00,0.00,1131477.00,162766.00,0.00,257747.00,2739032.00,2431379.00,124284.00,2159299.00,56013.00,2065429.00,1343287.00,559592.00,19535.00,105823.00,37192.00,22677.00,15180.00,14441638.00,200000.00,ND,ND,ND,3027956.00,2946227.00,81729.00,345019.00,3098044.00,466.15,3050906.00,69.43
1985:Q3,16866951.00,6595969.00,5179245.00,4548362.00,630883.00,49693.00,16487.00,1350544.00,10270982.00,7207.00,345002.00,1955490.00,203542.00,752566.00,297902.00,34893.00,347018.00,72753.00,151605.00,29522.00,122083.00,0.00,1050818.00,179161.00,0.00,260564.00,2785726.00,2444525.00,134776.00,2250661.00,57850.00,2153786.00,1402164.00,585905.00,15162.00,112784.00,37771.00,23746.00,15279.00,14616290.00,220500.00,ND,ND,ND,3070876.00,2988147.00,82729.00,349158.00,3112238.00,469.64,3146198.00,69.17
1985:Q4,17583989.00,6784061.00,5339887.00,4698820.00,641067.00,50419.00,16706.00,1377049.00,10799928.00,7791.00,344843.00,2094599.00,197712.00,777698.00,281176.00,22679.00,394259.00,79584.00,165942.00,49768.00,116174.00,0.00,1226872.00,219442.00,0.00,264336.00,2847102.00,2506899.00,146692.00,2362188.00,81334.00,2241328.00,1450249.00,610574.00,19014.00,122919.00,38572.00,24317.00,15209.00,15221801.00,241000.00,ND,ND,ND,3130432.00,3046272.00,84160.00,353543.00,3169669.00,480.23,3248571.00,69.14
